33	33	2016-03-20 10:43:42.369000	9878	City name 33	Region name 33	Country name 33	2016-03-30 10:43:42.369000	DONE	GBP
34	34	2016-03-20 10:43:42.369000	2520	City name 34	Region name 34	Country name 34	2016-03-30 10:43:42.369000	DONE	EUR
35	35	2016-03-20 10:43:42.369000	1158	City name 35	Region name 35	Country name 35	2016-03-30 10:43:42.369000	DONE	GBP
36	36	2016-03-20 10:43:42.369000	7470	City name 36	Region name 36	Country name 36	2016-03-30 10:43:42.369000	DONE	CHF
37	37	2016-03-20 10:43:42.370000	6835	City name 37	Region name 37	Country name 37	2016-03-30 10:43:42.370000	DONE	CHF
38	38	2016-03-20 10:43:42.370000	2584	City name 38	Region name 38	Country name 38	2016-03-30 10:43:42.370000	DONE	CHF
39	39	2016-03-20 10:43:42.370000	5940	City name 39	Region name 39	Country name 39	2016-03-30 10:43:42.370000	DONE	GBP
40	40	2016-03-20 10:43:42.370000	5706	City name 40	Region name 40	Country name 40	2016-03-30 10:43:42.370000	DONE	EUR
41	41	2016-03-20 10:43:42.370000	8710	City name 41	Region name 41	Country name 41	2016-03-30 10:43:42.370000	DONE	EUR
42	42	2016-03-20 10:43:42.370000	5757	City name 42	Region name 42	Country name 42	2016-03-30 10:43:42.370000	DONE	CHF
43	43	2016-03-20 10:43:42.370000	5122	City name 43	Region name 43	Country name 43	2016-03-30 10:43:42.370000	DONE	CHF
44	44	2016-03-20 10:43:42.370000	5195	City name 44	Region name 44	Country name 44	2016-03-30 10:43:42.370000	DONE	EUR
45	45	2016-03-20 10:43:42.370000	2271	City name 45	Region name 45	Country name 45	2016-03-30 10:43:42.370000	DONE	GBP
46	46	2016-03-20 10:43:42.370000	2292	City name 46	Region name 46	Country name 46	2016-03-30 10:43:42.370000	DONE	GBP
47	47	2016-03-20 10:43:42.370000	3249	City name 47	Region name 47	Country name 47	2016-03-30 10:43:42.370000	DONE	GBP
48	48	2016-03-20 10:43:42.370000	20	City name 48	Region name 48	Country name 48	2016-03-30 10:43:42.370000	DONE	GBP
49	49	2016-03-20 10:43:42.370000	1878	City name 49	Region name 49	Country name 49	2016-03-30 10:43:42.370000	DONE	EUR
50	50	2016-03-20 10:43:42.370000	5971	City name 50	Region name 50	Country name 50	2016-03-30 10:43:42.370000	DONE	CHF
51	51	2016-03-20 10:43:42.370000	7452	City name 51	Region name 51	Country name 51	2016-03-30 10:43:42.370000	DONE	EUR
52	52	2016-03-20 10:43:42.370000	4	City name 52	Region name 52	Country name 52	2016-03-30 10:43:42.370000	DONE	GBP
53	53	2016-03-20 10:43:42.370000	8628	City name 53	Region name 53	Country name 53	2016-03-30 10:43:42.370000	DONE	CHF
54	54	2016-03-20 10:43:42.370000	530	City name 54	Region name 54	Country name 54	2016-03-30 10:43:42.370000	DONE	GBP
55	55	2016-03-20 10:43:42.370000	7946	City name 55	Region name 55	Country name 55	2016-03-30 10:43:42.370000	DONE	GBP
56	56	2016-03-20 10:43:42.370000	9047	City name 56	Region name 56	Country name 56	2016-03-30 10:43:42.370000	DONE	GBP
57	57	2016-03-20 10:43:42.370000	4431	City name 57	Region name 57	Country name 57	2016-03-30 10:43:42.370000	DONE	GBP
58	58	2016-03-20 10:43:42.370000	3961	City name 58	Region name 58	Country name 58	2016-03-30 10:43:42.370000	DONE	EUR
59	59	2016-03-20 10:43:42.370000	8078	City name 59	Region name 59	Country name 59	2016-03-30 10:43:42.370000	DONE	CHF
60	60	2016-03-20 10:43:42.370000	6384	City name 60	Region name 60	Country name 60	2016-03-30 10:43:42.370000	DONE	GBP
61	61	2016-03-20 10:43:42.370000	4275	City name 61	Region name 61	Country name 61	2016-03-30 10:43:42.370000	DONE	EUR
62	62	2016-03-20 10:43:42.370000	9938	City name 62	Region name 62	Country name 62	2016-03-30 10:43:42.370000	DONE	GBP
63	63	2016-03-20 10:43:42.370000	653	City name 63	Region name 63	Country name 63	2016-03-30 10:43:42.370000	DONE	GBP
64	64	2016-03-20 10:43:42.370000	6931	City name 64	Region name 64	Country name 64	2016-03-30 10:43:42.370000	DONE	EUR
65	65	2016-03-20 10:43:42.370000	1283	City name 65	Region name 65	Country name 65	2016-03-30 10:43:42.370000	DONE	EUR
66	66	2016-03-20 10:43:42.370000	2770	City name 66	Region name 66	Country name 66	2016-03-30 10:43:42.370000	DONE	GBP
67	67	2016-03-20 10:43:42.370000	1083	City name 67	Region name 67	Country name 67	2016-03-30 10:43:42.370000	DONE	EUR
68	68	2016-03-20 10:43:42.370000	4977	City name 68	Region name 68	Country name 68	2016-03-30 10:43:42.370000	DONE	CHF
69	69	2016-03-20 10:43:42.371000	7058	City name 69	Region name 69	Country name 69	2016-03-30 10:43:42.371000	DONE	GBP
70	70	2016-03-20 10:43:42.371000	9289	City name 70	Region name 70	Country name 70	2016-03-30 10:43:42.371000	DONE	GBP
71	71	2016-03-20 10:43:42.371000	7904	City name 71	Region name 71	Country name 71	2016-03-30 10:43:42.371000	DONE	EUR
72	72	2016-03-20 10:43:42.371000	3228	City name 72	Region name 72	Country name 72	2016-03-30 10:43:42.371000	DONE	EUR
73	73	2016-03-20 10:43:42.371000	2345	City name 73	Region name 73	Country name 73	2016-03-30 10:43:42.371000	DONE	EUR
74	74	2016-03-20 10:43:42.371000	2290	City name 74	Region name 74	Country name 74	2016-03-30 10:43:42.371000	DONE	CHF
75	75	2016-03-20 10:43:42.371000	7853	City name 75	Region name 75	Country name 75	2016-03-30 10:43:42.371000	DONE	EUR
76	76	2016-03-20 10:43:42.371000	8774	City name 76	Region name 76	Country name 76	2016-03-30 10:43:42.371000	DONE	CHF
77	77	2016-03-20 10:43:42.371000	4641	City name 77	Region name 77	Country name 77	2016-03-30 10:43:42.371000	DONE	EUR
78	78	2016-03-20 10:43:42.371000	5153	City name 78	Region name 78	Country name 78	2016-03-30 10:43:42.371000	DONE	GBP
79	79	2016-03-20 10:43:42.371000	7427	City name 79	Region name 79	Country name 79	2016-03-30 10:43:42.371000	DONE	EUR
80	80	2016-03-20 10:43:42.371000	677	City name 80	Region name 80	Country name 80	2016-03-30 10:43:42.371000	DONE	GBP
81	81	2016-03-20 10:43:42.371000	5199	City name 81	Region name 81	Country name 81	2016-03-30 10:43:42.371000	DONE	EUR
82	82	2016-03-20 10:43:42.371000	829	City name 82	Region name 82	Country name 82	2016-03-30 10:43:42.371000	DONE	CHF
83	83	2016-03-20 10:43:42.371000	4405	City name 83	Region name 83	Country name 83	2016-03-30 10:43:42.371000	DONE	EUR
84	84	2016-03-20 10:43:42.371000	1293	City name 84	Region name 84	Country name 84	2016-03-30 10:43:42.371000	DONE	GBP
85	85	2016-03-20 10:43:42.371000	3248	City name 85	Region name 85	Country name 85	2016-03-30 10:43:42.371000	DONE	EUR
86	86	2016-03-20 10:43:42.371000	4568	City name 86	Region name 86	Country name 86	2016-03-30 10:43:42.371000	DONE	GBP
87	87	2016-03-20 10:43:42.371000	4568	City name 87	Region name 87	Country name 87	2016-03-30 10:43:42.371000	DONE	GBP
88	88	2016-03-20 10:43:42.371000	7514	City name 88	Region name 88	Country name 88	2016-03-30 10:43:42.371000	DONE	CHF
89	89	2016-03-20 10:43:42.371000	8636	City name 89	Region name 89	Country name 89	2016-03-30 10:43:42.371000	DONE	EUR
90	90	2016-03-20 10:43:42.371000	9870	City name 90	Region name 90	Country name 90	2016-03-30 10:43:42.371000	DONE	CHF
91	91	2016-03-20 10:43:42.371000	5456	City name 91	Region name 91	Country name 91	2016-03-30 10:43:42.371000	DONE	GBP
92	92	2016-03-20 10:43:42.371000	7552	City name 92	Region name 92	Country name 92	2016-03-30 10:43:42.371000	DONE	GBP
93	93	2016-03-20 10:43:42.371000	7062	City name 93	Region name 93	Country name 93	2016-03-30 10:43:42.371000	DONE	EUR
94	94	2016-03-20 10:43:42.371000	8747	City name 94	Region name 94	Country name 94	2016-03-30 10:43:42.371000	DONE	CHF
95	95	2016-03-20 10:43:42.371000	5847	City name 95	Region name 95	Country name 95	2016-03-30 10:43:42.371000	DONE	GBP
96	96	2016-03-20 10:43:42.371000	477	City name 96	Region name 96	Country name 96	2016-03-30 10:43:42.371000	DONE	CHF
97	97	2016-03-20 10:43:42.371000	9456	City name 97	Region name 97	Country name 97	2016-03-30 10:43:42.371000	DONE	GBP
98	98	2016-03-20 10:43:42.371000	7476	City name 98	Region name 98	Country name 98	2016-03-30 10:43:42.371000	DONE	EUR
99	99	2016-03-20 10:43:42.371000	3964	City name 99	Region name 99	Country name 99	2016-03-30 10:43:42.372000	DONE	CHF
100	100	2016-03-20 10:43:42.372000	4514	City name 100	Region name 100	Country name 100	2016-03-30 10:43:42.372000	DONE	GBP
101	101	2016-03-20 10:43:42.372000	4416	City name 101	Region name 101	Country name 101	2016-03-30 10:43:42.372000	DONE	EUR
102	102	2016-03-20 10:43:42.372000	1957	City name 102	Region name 102	Country name 102	2016-03-30 10:43:42.372000	DONE	GBP
103	103	2016-03-20 10:43:42.372000	234	City name 103	Region name 103	Country name 103	2016-03-30 10:43:42.372000	DONE	CHF
104	104	2016-03-20 10:43:42.372000	7027	City name 104	Region name 104	Country name 104	2016-03-30 10:43:42.372000	DONE	CHF
105	105	2016-03-20 10:43:42.372000	9388	City name 105	Region name 105	Country name 105	2016-03-30 10:43:42.372000	DONE	GBP
106	106	2016-03-20 10:43:42.372000	4068	City name 106	Region name 106	Country name 106	2016-03-30 10:43:42.372000	DONE	CHF
107	107	2016-03-20 10:43:42.372000	2306	City name 107	Region name 107	Country name 107	2016-03-30 10:43:42.372000	DONE	CHF
108	108	2016-03-20 10:43:42.372000	4801	City name 108	Region name 108	Country name 108	2016-03-30 10:43:42.372000	DONE	CHF
109	109	2016-03-20 10:43:42.372000	3564	City name 109	Region name 109	Country name 109	2016-03-30 10:43:42.372000	DONE	EUR
110	110	2016-03-20 10:43:42.372000	23	City name 110	Region name 110	Country name 110	2016-03-30 10:43:42.372000	DONE	EUR
111	111	2016-03-20 10:43:42.372000	4478	City name 111	Region name 111	Country name 111	2016-03-30 10:43:42.372000	DONE	EUR
112	112	2016-03-20 10:43:42.372000	1693	City name 112	Region name 112	Country name 112	2016-03-30 10:43:42.372000	DONE	EUR
113	113	2016-03-20 10:43:42.372000	7085	City name 113	Region name 113	Country name 113	2016-03-30 10:43:42.372000	DONE	CHF
114	114	2016-03-20 10:43:42.372000	9328	City name 114	Region name 114	Country name 114	2016-03-30 10:43:42.372000	DONE	CHF
115	115	2016-03-20 10:43:42.372000	5156	City name 115	Region name 115	Country name 115	2016-03-30 10:43:42.372000	DONE	GBP
116	116	2016-03-20 10:43:42.372000	5244	City name 116	Region name 116	Country name 116	2016-03-30 10:43:42.372000	DONE	GBP
117	117	2016-03-20 10:43:42.372000	1464	City name 117	Region name 117	Country name 117	2016-03-30 10:43:42.372000	DONE	GBP
118	118	2016-03-20 10:43:42.372000	5500	City name 118	Region name 118	Country name 118	2016-03-30 10:43:42.372000	DONE	GBP
119	119	2016-03-20 10:43:42.372000	4860	City name 119	Region name 119	Country name 119	2016-03-30 10:43:42.372000	DONE	GBP
120	120	2016-03-20 10:43:42.372000	6470	City name 120	Region name 120	Country name 120	2016-03-30 10:43:42.372000	DONE	CHF
121	121	2016-03-20 10:43:42.372000	9460	City name 121	Region name 121	Country name 121	2016-03-30 10:43:42.372000	DONE	GBP
122	122	2016-03-20 10:43:42.372000	8488	City name 122	Region name 122	Country name 122	2016-03-30 10:43:42.372000	DONE	EUR
123	123	2016-03-20 10:43:42.372000	1995	City name 123	Region name 123	Country name 123	2016-03-30 10:43:42.372000	DONE	GBP
124	124	2016-03-20 10:43:42.372000	764	City name 124	Region name 124	Country name 124	2016-03-30 10:43:42.372000	DONE	EUR
125	125	2016-03-20 10:43:42.372000	2442	City name 125	Region name 125	Country name 125	2016-03-30 10:43:42.372000	DONE	CHF
126	126	2016-03-20 10:43:42.372000	929	City name 126	Region name 126	Country name 126	2016-03-30 10:43:42.372000	DONE	EUR
127	127	2016-03-20 10:43:42.372000	8084	City name 127	Region name 127	Country name 127	2016-03-30 10:43:42.372000	DONE	GBP
128	128	2016-03-20 10:43:42.372000	579	City name 128	Region name 128	Country name 128	2016-03-30 10:43:42.372000	DONE	CHF
129	129	2016-03-20 10:43:42.372000	7618	City name 129	Region name 129	Country name 129	2016-03-30 10:43:42.372000	DONE	EUR
130	130	2016-03-20 10:43:42.372000	3334	City name 130	Region name 130	Country name 130	2016-03-30 10:43:42.372000	DONE	CHF
131	131	2016-03-20 10:43:42.372000	3451	City name 131	Region name 131	Country name 131	2016-03-30 10:43:42.372000	DONE	GBP
132	132	2016-03-20 10:43:42.372000	4394	City name 132	Region name 132	Country name 132	2016-03-30 10:43:42.372000	DONE	GBP
133	133	2016-03-20 10:43:42.372000	4310	City name 133	Region name 133	Country name 133	2016-03-30 10:43:42.372000	DONE	EUR
134	134	2016-03-20 10:43:42.372000	6838	City name 134	Region name 134	Country name 134	2016-03-30 10:43:42.372000	DONE	EUR
135	135	2016-03-20 10:43:42.372000	7267	City name 135	Region name 135	Country name 135	2016-03-30 10:43:42.372000	DONE	GBP
136	136	2016-03-20 10:43:42.372000	9338	City name 136	Region name 136	Country name 136	2016-03-30 10:43:42.372000	DONE	GBP
137	137	2016-03-20 10:43:42.372000	1411	City name 137	Region name 137	Country name 137	2016-03-30 10:43:42.372000	DONE	CHF
138	138	2016-03-20 10:43:42.372000	6238	City name 138	Region name 138	Country name 138	2016-03-30 10:43:42.372000	DONE	CHF
139	139	2016-03-20 10:43:42.372000	199	City name 139	Region name 139	Country name 139	2016-03-30 10:43:42.372000	DONE	CHF
140	140	2016-03-20 10:43:42.372000	7742	City name 140	Region name 140	Country name 140	2016-03-30 10:43:42.372000	DONE	EUR
141	141	2016-03-20 10:43:42.372000	8465	City name 141	Region name 141	Country name 141	2016-03-30 10:43:42.372000	DONE	CHF
142	142	2016-03-20 10:43:42.372000	7780	City name 142	Region name 142	Country name 142	2016-03-30 10:43:42.372000	DONE	EUR
143	143	2016-03-20 10:43:42.372000	978	City name 143	Region name 143	Country name 143	2016-03-30 10:43:42.372000	DONE	CHF
144	144	2016-03-20 10:43:42.372000	6982	City name 144	Region name 144	Country name 144	2016-03-30 10:43:42.372000	DONE	EUR
145	145	2016-03-20 10:43:42.372000	2219	City name 145	Region name 145	Country name 145	2016-03-30 10:43:42.372000	DONE	GBP
146	146	2016-03-20 10:43:42.372000	9600	City name 146	Region name 146	Country name 146	2016-03-30 10:43:42.373000	DONE	EUR
147	147	2016-03-20 10:43:42.373000	3766	City name 147	Region name 147	Country name 147	2016-03-30 10:43:42.373000	DONE	CHF
148	148	2016-03-20 10:43:42.373000	3057	City name 148	Region name 148	Country name 148	2016-03-30 10:43:42.373000	DONE	CHF
149	149	2016-03-20 10:43:42.373000	9219	City name 149	Region name 149	Country name 149	2016-03-30 10:43:42.373000	DONE	EUR
150	150	2016-03-20 10:43:42.373000	798	City name 150	Region name 150	Country name 150	2016-03-30 10:43:42.373000	DONE	GBP
151	151	2016-03-20 10:43:42.373000	7030	City name 151	Region name 151	Country name 151	2016-03-30 10:43:42.373000	DONE	GBP
152	152	2016-03-20 10:43:42.373000	8793	City name 152	Region name 152	Country name 152	2016-03-30 10:43:42.373000	DONE	EUR
153	153	2016-03-20 10:43:42.373000	8094	City name 153	Region name 153	Country name 153	2016-03-30 10:43:42.373000	DONE	GBP
154	154	2016-03-20 10:43:42.373000	9657	City name 154	Region name 154	Country name 154	2016-03-30 10:43:42.373000	DONE	CHF
155	155	2016-03-20 10:43:42.373000	9269	City name 155	Region name 155	Country name 155	2016-03-30 10:43:42.373000	DONE	GBP
156	156	2016-03-20 10:43:42.373000	338	City name 156	Region name 156	Country name 156	2016-03-30 10:43:42.373000	DONE	CHF
157	157	2016-03-20 10:43:42.373000	355	City name 157	Region name 157	Country name 157	2016-03-30 10:43:42.373000	DONE	CHF
158	158	2016-03-20 10:43:42.373000	4462	City name 158	Region name 158	Country name 158	2016-03-30 10:43:42.373000	DONE	EUR
159	159	2016-03-20 10:43:42.373000	1796	City name 159	Region name 159	Country name 159	2016-03-30 10:43:42.373000	DONE	CHF
160	160	2016-03-20 10:43:42.373000	7985	City name 160	Region name 160	Country name 160	2016-03-30 10:43:42.373000	DONE	CHF
161	161	2016-03-20 10:43:42.373000	149	City name 161	Region name 161	Country name 161	2016-03-30 10:43:42.373000	DONE	GBP
162	162	2016-03-20 10:43:42.373000	3792	City name 162	Region name 162	Country name 162	2016-03-30 10:43:42.373000	DONE	GBP
163	163	2016-03-20 10:43:42.373000	7739	City name 163	Region name 163	Country name 163	2016-03-30 10:43:42.373000	DONE	GBP
164	164	2016-03-20 10:43:42.373000	4401	City name 164	Region name 164	Country name 164	2016-03-30 10:43:42.373000	DONE	EUR
165	165	2016-03-20 10:43:42.373000	2811	City name 165	Region name 165	Country name 165	2016-03-30 10:43:42.373000	DONE	GBP
166	166	2016-03-20 10:43:42.373000	1819	City name 166	Region name 166	Country name 166	2016-03-30 10:43:42.373000	DONE	CHF
167	167	2016-03-20 10:43:42.373000	195	City name 167	Region name 167	Country name 167	2016-03-30 10:43:42.373000	DONE	EUR
168	168	2016-03-20 10:43:42.373000	1994	City name 168	Region name 168	Country name 168	2016-03-30 10:43:42.373000	DONE	GBP
169	169	2016-03-20 10:43:42.373000	5678	City name 169	Region name 169	Country name 169	2016-03-30 10:43:42.373000	DONE	CHF
170	170	2016-03-20 10:43:42.373000	2660	City name 170	Region name 170	Country name 170	2016-03-30 10:43:42.373000	DONE	EUR
171	171	2016-03-20 10:43:42.373000	7025	City name 171	Region name 171	Country name 171	2016-03-30 10:43:42.373000	DONE	GBP
172	172	2016-03-20 10:43:42.373000	1693	City name 172	Region name 172	Country name 172	2016-03-30 10:43:42.373000	DONE	EUR
173	173	2016-03-20 10:43:42.373000	7154	City name 173	Region name 173	Country name 173	2016-03-30 10:43:42.373000	DONE	CHF
174	174	2016-03-20 10:43:42.373000	8602	City name 174	Region name 174	Country name 174	2016-03-30 10:43:42.373000	DONE	EUR
175	175	2016-03-20 10:43:42.373000	3647	City name 175	Region name 175	Country name 175	2016-03-30 10:43:42.373000	DONE	CHF
176	176	2016-03-20 10:43:42.373000	3928	City name 176	Region name 176	Country name 176	2016-03-30 10:43:42.373000	DONE	CHF
177	177	2016-03-20 10:43:42.373000	6040	City name 177	Region name 177	Country name 177	2016-03-30 10:43:42.373000	DONE	GBP
178	178	2016-03-20 10:43:42.373000	5256	City name 178	Region name 178	Country name 178	2016-03-30 10:43:42.373000	DONE	EUR
179	179	2016-03-20 10:43:42.373000	6566	City name 179	Region name 179	Country name 179	2016-03-30 10:43:42.373000	DONE	GBP
180	180	2016-03-20 10:43:42.373000	8669	City name 180	Region name 180	Country name 180	2016-03-30 10:43:42.373000	DONE	CHF
181	181	2016-03-20 10:43:42.373000	776	City name 181	Region name 181	Country name 181	2016-03-30 10:43:42.373000	DONE	GBP
182	182	2016-03-20 10:43:42.373000	9910	City name 182	Region name 182	Country name 182	2016-03-30 10:43:42.373000	DONE	GBP
183	183	2016-03-20 10:43:42.373000	9016	City name 183	Region name 183	Country name 183	2016-03-30 10:43:42.373000	DONE	EUR
184	184	2016-03-20 10:43:42.373000	3369	City name 184	Region name 184	Country name 184	2016-03-30 10:43:42.373000	DONE	GBP
185	185	2016-03-20 10:43:42.373000	4270	City name 185	Region name 185	Country name 185	2016-03-30 10:43:42.373000	DONE	CHF
186	186	2016-03-20 10:43:42.373000	8541	City name 186	Region name 186	Country name 186	2016-03-30 10:43:42.373000	DONE	GBP
187	187	2016-03-20 10:43:42.374000	926	City name 187	Region name 187	Country name 187	2016-03-30 10:43:42.374000	DONE	EUR
188	188	2016-03-20 10:43:42.374000	3814	City name 188	Region name 188	Country name 188	2016-03-30 10:43:42.374000	DONE	CHF
189	189	2016-03-20 10:43:42.374000	2257	City name 189	Region name 189	Country name 189	2016-03-30 10:43:42.374000	DONE	CHF
190	190	2016-03-20 10:43:42.374000	6483	City name 190	Region name 190	Country name 190	2016-03-30 10:43:42.374000	DONE	GBP
191	191	2016-03-20 10:43:42.374000	6672	City name 191	Region name 191	Country name 191	2016-03-30 10:43:42.374000	DONE	GBP
192	192	2016-03-20 10:43:42.374000	2703	City name 192	Region name 192	Country name 192	2016-03-30 10:43:42.374000	DONE	GBP
193	193	2016-03-20 10:43:42.374000	2508	City name 193	Region name 193	Country name 193	2016-03-30 10:43:42.374000	DONE	CHF
194	194	2016-03-20 10:43:42.374000	739	City name 194	Region name 194	Country name 194	2016-03-30 10:43:42.374000	DONE	CHF
195	195	2016-03-20 10:43:42.374000	7412	City name 195	Region name 195	Country name 195	2016-03-30 10:43:42.374000	DONE	EUR
196	196	2016-03-20 10:43:42.374000	7192	City name 196	Region name 196	Country name 196	2016-03-30 10:43:42.374000	DONE	CHF
197	197	2016-03-20 10:43:42.374000	4940	City name 197	Region name 197	Country name 197	2016-03-30 10:43:42.374000	DONE	EUR
198	198	2016-03-20 10:43:42.374000	3660	City name 198	Region name 198	Country name 198	2016-03-30 10:43:42.374000	DONE	GBP
199	199	2016-03-20 10:43:42.374000	357	City name 199	Region name 199	Country name 199	2016-03-30 10:43:42.374000	DONE	CHF
200	200	2016-03-20 10:43:42.374000	1938	City name 200	Region name 200	Country name 200	2016-03-30 10:43:42.374000	DONE	GBP
201	201	2016-03-20 10:43:42.374000	461	City name 201	Region name 201	Country name 201	2016-03-30 10:43:42.374000	DONE	CHF
202	202	2016-03-20 10:43:42.374000	2339	City name 202	Region name 202	Country name 202	2016-03-30 10:43:42.374000	DONE	EUR
203	203	2016-03-20 10:43:42.374000	67	City name 203	Region name 203	Country name 203	2016-03-30 10:43:42.374000	DONE	GBP
204	204	2016-03-20 10:43:42.374000	7151	City name 204	Region name 204	Country name 204	2016-03-30 10:43:42.374000	DONE	GBP
205	205	2016-03-20 10:43:42.374000	8889	City name 205	Region name 205	Country name 205	2016-03-30 10:43:42.374000	DONE	EUR
206	206	2016-03-20 10:43:42.374000	7246	City name 206	Region name 206	Country name 206	2016-03-30 10:43:42.374000	DONE	CHF
207	207	2016-03-20 10:43:42.374000	3386	City name 207	Region name 207	Country name 207	2016-03-30 10:43:42.374000	DONE	CHF
208	208	2016-03-20 10:43:42.374000	4417	City name 208	Region name 208	Country name 208	2016-03-30 10:43:42.374000	DONE	CHF
209	209	2016-03-20 10:43:42.374000	6312	City name 209	Region name 209	Country name 209	2016-03-30 10:43:42.374000	DONE	CHF
210	210	2016-03-20 10:43:42.374000	5911	City name 210	Region name 210	Country name 210	2016-03-30 10:43:42.374000	DONE	GBP
211	211	2016-03-20 10:43:42.374000	7608	City name 211	Region name 211	Country name 211	2016-03-30 10:43:42.374000	DONE	CHF
212	212	2016-03-20 10:43:42.374000	5642	City name 212	Region name 212	Country name 212	2016-03-30 10:43:42.374000	DONE	CHF
213	213	2016-03-20 10:43:42.374000	6281	City name 213	Region name 213	Country name 213	2016-03-30 10:43:42.374000	DONE	GBP
214	214	2016-03-20 10:43:42.374000	6620	City name 214	Region name 214	Country name 214	2016-03-30 10:43:42.374000	DONE	EUR
215	215	2016-03-20 10:43:42.374000	832	City name 215	Region name 215	Country name 215	2016-03-30 10:43:42.374000	DONE	CHF
216	216	2016-03-20 10:43:42.374000	6826	City name 216	Region name 216	Country name 216	2016-03-30 10:43:42.374000	DONE	CHF
217	217	2016-03-20 10:43:42.374000	6308	City name 217	Region name 217	Country name 217	2016-03-30 10:43:42.374000	DONE	GBP
218	218	2016-03-20 10:43:42.374000	7944	City name 218	Region name 218	Country name 218	2016-03-30 10:43:42.374000	DONE	GBP
