0	64	2018-01-16 15:46:03.838485	tweet 0	209	894	87	211
0	65	2018-01-16 15:46:03.838499	tweet 0	109	403	556	319
0	66	2018-01-16 15:46:03.838514	tweet 0	401	476	484	388
0	67	2018-01-16 15:46:03.838529	tweet 0	188	425	711	845
0	68	2018-01-16 15:46:03.838543	tweet 0	794	535	662	423
0	69	2018-01-16 15:46:03.838558	tweet 0	170	680	368	425
0	70	2018-01-16 15:46:03.838572	tweet 0	830	836	939	497
0	71	2018-01-16 15:46:03.838587	tweet 0	832	693	92	568
0	72	2018-01-16 15:46:03.838601	tweet 0	723	430	426	220
0	73	2018-01-16 15:46:03.838647	tweet 0	926	230	361	970
0	74	2018-01-16 15:46:03.838664	tweet 0	168	56	341	316
0	75	2018-01-16 15:46:03.838679	tweet 0	348	394	244	928
0	76	2018-01-16 15:46:03.838693	tweet 0	813	579	442	307
0	77	2018-01-16 15:46:03.838708	tweet 0	71	917	694	518
0	78	2018-01-16 15:46:03.838723	tweet 0	326	322	221	392
0	79	2018-01-16 15:46:03.838737	tweet 0	455	897	273	701
0	80	2018-01-16 15:46:03.838752	tweet 0	179	136	691	380
0	81	2018-01-16 15:46:03.838767	tweet 0	190	69	525	906
0	82	2018-01-16 15:46:03.838781	tweet 0	25	541	138	169
0	83	2018-01-16 15:46:03.838796	tweet 0	560	381	961	42
0	84	2018-01-16 15:46:03.838811	tweet 0	196	389	653	212
0	85	2018-01-16 15:46:03.838825	tweet 0	779	695	958	291
0	86	2018-01-16 15:46:03.838840	tweet 0	377	225	640	334
0	87	2018-01-16 15:46:03.838854	tweet 0	655	608	350	946
0	88	2018-01-16 15:46:03.838869	tweet 0	785	223	576	876
0	89	2018-01-16 15:46:03.838883	tweet 0	292	177	466	813
0	90	2018-01-16 15:46:03.838898	tweet 0	642	475	731	593
0	91	2018-01-16 15:46:03.838912	tweet 0	249	608	252	914
0	92	2018-01-16 15:46:03.838927	tweet 0	657	723	18	423
0	93	2018-01-16 15:46:03.838941	tweet 0	361	73	156	86
0	94	2018-01-16 15:46:03.838957	tweet 0	218	601	8	863
0	95	2018-01-16 15:46:03.838972	tweet 0	34	287	671	12
0	96	2018-01-16 15:46:03.838986	tweet 0	488	555	505	320
0	97	2018-01-16 15:46:03.839001	tweet 0	968	476	445	807
0	98	2018-01-16 15:46:03.839015	tweet 0	458	486	351	545
0	99	2018-01-16 15:46:03.839030	tweet 0	955	978	556	834
1	0	2018-01-16 15:46:03.839047	tweet 1	557	220	383	692
1	1	2018-01-16 15:46:03.839062	tweet 1	940	160	140	600
1	2	2018-01-16 15:46:03.839077	tweet 1	446	107	984	73
1	3	2018-01-16 15:46:03.839091	tweet 1	134	57	968	68
1	4	2018-01-16 15:46:03.839106	tweet 1	421	423	882	565
1	5	2018-01-16 15:46:03.839120	tweet 1	386	705	339	625
1	6	2018-01-16 15:46:03.839135	tweet 1	17	775	411	850
1	7	2018-01-16 15:46:03.839149	tweet 1	915	231	287	960
1	8	2018-01-16 15:46:03.839164	tweet 1	138	834	842	610
1	9	2018-01-16 15:46:03.839178	tweet 1	765	305	280	328
1	10	2018-01-16 15:46:03.839193	tweet 1	236	322	45	959
1	11	2018-01-16 15:46:03.839208	tweet 1	903	700	973	165
1	12	2018-01-16 15:46:03.839222	tweet 1	68	765	636	988
1	13	2018-01-16 15:46:03.839237	tweet 1	641	24	144	737
1	14	2018-01-16 15:46:03.839252	tweet 1	108	457	688	927
1	15	2018-01-16 15:46:03.839266	tweet 1	740	825	817	514
1	16	2018-01-16 15:46:03.839281	tweet 1	22	444	171	921
1	17	2018-01-16 15:46:03.839295	tweet 1	505	85	578	193
1	18	2018-01-16 15:46:03.839324	tweet 1	163	301	421	412
1	19	2018-01-16 15:46:03.839340	tweet 1	985	591	755	937
1	20	2018-01-16 15:46:03.839355	tweet 1	877	470	399	356
1	21	2018-01-16 15:46:03.839369	tweet 1	544	975	59	627
1	22	2018-01-16 15:46:03.839384	tweet 1	777	772	134	328
1	23	2018-01-16 15:46:03.839399	tweet 1	367	126	894	520
1	24	2018-01-16 15:46:03.839414	tweet 1	195	680	251	832
1	25	2018-01-16 15:46:03.839428	tweet 1	94	291	634	539
1	26	2018-01-16 15:46:03.839444	tweet 1	977	144	448	334
1	27	2018-01-16 15:46:03.839458	tweet 1	934	623	38	992
1	28	2018-01-16 15:46:03.839473	tweet 1	23	354	546	327
1	29	2018-01-16 15:46:03.839487	tweet 1	179	620	950	27
1	30	2018-01-16 15:46:03.839502	tweet 1	715	685	927	825
1	31	2018-01-16 15:46:03.839516	tweet 1	567	709	857	673
1	32	2018-01-16 15:46:03.839531	tweet 1	902	747	217	846
1	33	2018-01-16 15:46:03.839546	tweet 1	566	754	942	226
1	34	2018-01-16 15:46:03.839560	tweet 1	737	142	359	627
1	35	2018-01-16 15:46:03.839575	tweet 1	638	142	717	417
1	36	2018-01-16 15:46:03.839590	tweet 1	515	992	532	315
1	37	2018-01-16 15:46:03.839604	tweet 1	773	978	804	73
1	38	2018-01-16 15:46:03.839619	tweet 1	533	856	713	329
1	39	2018-01-16 15:46:03.839633	tweet 1	485	823	485	100
1	40	2018-01-16 15:46:03.839648	tweet 1	557	225	437	435
1	41	2018-01-16 15:46:03.839663	tweet 1	603	726	64	93
1	42	2018-01-16 15:46:03.839677	tweet 1	975	851	207	250
1	43	2018-01-16 15:46:03.839692	tweet 1	955	303	979	246
1	44	2018-01-16 15:46:03.839709	tweet 1	52	130	595	273
1	45	2018-01-16 15:46:03.839725	tweet 1	10	933	571	597
1	46	2018-01-16 15:46:03.839780	tweet 1	442	228	59	792
1	47	2018-01-16 15:46:03.839800	tweet 1	467	794	472	797
1	48	2018-01-16 15:46:03.839816	tweet 1	211	813	396	896
1	49	2018-01-16 15:46:03.839832	tweet 1	953	374	581	92
1	50	2018-01-16 15:46:03.839847	tweet 1	120	828	797	504
1	51	2018-01-16 15:46:03.839862	tweet 1	547	510	38	530
1	52	2018-01-16 15:46:03.839878	tweet 1	863	332	580	731
1	53	2018-01-16 15:46:03.839893	tweet 1	909	401	203	956
1	54	2018-01-16 15:46:03.839907	tweet 1	331	673	308	40
1	55	2018-01-16 15:46:03.839922	tweet 1	52	610	94	461
1	56	2018-01-16 15:46:03.839939	tweet 1	34	790	136	566
1	57	2018-01-16 15:46:03.839955	tweet 1	570	519	701	475
1	58	2018-01-16 15:46:03.839970	tweet 1	868	38	731	673
1	59	2018-01-16 15:46:03.839985	tweet 1	601	708	506	240
1	60	2018-01-16 15:46:03.840000	tweet 1	74	157	598	662
1	61	2018-01-16 15:46:03.840015	tweet 1	720	843	445	671
1	62	2018-01-16 15:46:03.840030	tweet 1	219	183	250	64
1	63	2018-01-16 15:46:03.840045	tweet 1	376	153	571	896
1	64	2018-01-16 15:46:03.840060	tweet 1	220	815	128	233
1	65	2018-01-16 15:46:03.840075	tweet 1	399	188	522	144
1	66	2018-01-16 15:46:03.840091	tweet 1	868	302	501	785
1	67	2018-01-16 15:46:03.840106	tweet 1	526	353	253	145
1	68	2018-01-16 15:46:03.840121	tweet 1	857	334	120	868
1	69	2018-01-16 15:46:03.840136	tweet 1	280	734	733	24
1	70	2018-01-16 15:46:03.840151	tweet 1	170	102	843	373
1	71	2018-01-16 15:46:03.840166	tweet 1	756	320	125	112
1	72	2018-01-16 15:46:03.840180	tweet 1	551	685	704	49
1	73	2018-01-16 15:46:03.840195	tweet 1	942	664	898	315
1	74	2018-01-16 15:46:03.840210	tweet 1	843	713	1000	483
1	75	2018-01-16 15:46:03.840225	tweet 1	281	398	277	32
1	76	2018-01-16 15:46:03.840239	tweet 1	189	90	984	994
1	77	2018-01-16 15:46:03.840254	tweet 1	191	579	297	522
1	78	2018-01-16 15:46:03.840269	tweet 1	924	619	658	497
1	79	2018-01-16 15:46:03.840283	tweet 1	723	961	211	440
1	80	2018-01-16 15:46:03.840298	tweet 1	479	361	895	988
1	81	2018-01-16 15:46:03.840312	tweet 1	922	417	200	754
1	82	2018-01-16 15:46:03.840327	tweet 1	443	385	974	298
1	83	2018-01-16 15:46:03.840342	tweet 1	441	811	932	43
1	84	2018-01-16 15:46:03.840357	tweet 1	428	776	938	564
1	85	2018-01-16 15:46:03.840372	tweet 1	10	743	35	439
1	86	2018-01-16 15:46:03.840387	tweet 1	753	415	818	745
1	87	2018-01-16 15:46:03.840402	tweet 1	574	237	714	432
1	88	2018-01-16 15:46:03.840417	tweet 1	757	59	819	22
1	89	2018-01-16 15:46:03.840432	tweet 1	590	493	253	531
1	90	2018-01-16 15:46:03.840446	tweet 1	240	201	949	38
1	91	2018-01-16 15:46:03.840462	tweet 1	12	192	615	185
1	92	2018-01-16 15:46:03.840477	tweet 1	83	689	51	725
1	93	2018-01-16 15:46:03.840492	tweet 1	473	402	598	277
1	94	2018-01-16 15:46:03.840507	tweet 1	391	218	765	391
1	95	2018-01-16 15:46:03.840522	tweet 1	806	165	704	736
1	96	2018-01-16 15:46:03.840537	tweet 1	248	659	95	923
1	97	2018-01-16 15:46:03.840552	tweet 1	684	739	367	269
1	98	2018-01-16 15:46:03.840567	tweet 1	617	51	829	495
1	99	2018-01-16 15:46:03.840582	tweet 1	579	370	170	359
2	0	2018-01-16 15:46:03.840600	tweet 2	881	841	295	956
2	1	2018-01-16 15:46:03.840615	tweet 2	126	559	211	415
2	2	2018-01-16 15:46:03.840630	tweet 2	564	118	458	744
2	3	2018-01-16 15:46:03.840645	tweet 2	352	814	958	313
2	4	2018-01-16 15:46:03.840660	tweet 2	924	909	234	774
2	5	2018-01-16 15:46:03.840675	tweet 2	249	690	557	687
2	6	2018-01-16 15:46:03.840690	tweet 2	132	374	38	640
2	7	2018-01-16 15:46:03.840705	tweet 2	859	427	323	440
2	8	2018-01-16 15:46:03.840719	tweet 2	208	528	567	31
2	9	2018-01-16 15:46:03.840734	tweet 2	189	870	836	24
2	10	2018-01-16 15:46:03.840749	tweet 2	425	555	885	418
2	11	2018-01-16 15:46:03.840764	tweet 2	479	933	403	429
2	12	2018-01-16 15:46:03.840779	tweet 2	747	663	361	835
2	13	2018-01-16 15:46:03.840793	tweet 2	547	610	154	433
2	14	2018-01-16 15:46:03.840808	tweet 2	256	194	448	351
2	15	2018-01-16 15:46:03.840823	tweet 2	795	427	699	307
2	16	2018-01-16 15:46:03.840837	tweet 2	457	581	178	884
2	17	2018-01-16 15:46:03.840852	tweet 2	897	477	207	576
2	18	2018-01-16 15:46:03.840892	tweet 2	884	285	59	40
2	19	2018-01-16 15:46:03.840911	tweet 2	682	888	489	994
2	20	2018-01-16 15:46:03.840926	tweet 2	152	386	573	90
2	21	2018-01-16 15:46:03.840940	tweet 2	563	20	713	22
2	22	2018-01-16 15:46:03.840955	tweet 2	661	979	767	395
2	23	2018-01-16 15:46:03.840970	tweet 2	567	396	105	486
2	24	2018-01-16 15:46:03.840984	tweet 2	567	288	160	499
2	25	2018-01-16 15:46:03.840999	tweet 2	961	413	19	644
2	26	2018-01-16 15:46:03.841013	tweet 2	265	294	29	642
2	27	2018-01-16 15:46:03.841028	tweet 2	934	511	750	472
2	28	2018-01-16 15:46:03.841042	tweet 2	768	761	850	353
2	29	2018-01-16 15:46:03.841057	tweet 2	815	574	105	681
2	30	2018-01-16 15:46:03.841071	tweet 2	926	919	911	285
2	31	2018-01-16 15:46:03.841086	tweet 2	635	574	950	465
2	32	2018-01-16 15:46:03.841101	tweet 2	439	918	339	191
2	33	2018-01-16 15:46:03.841115	tweet 2	472	8	432	308
2	34	2018-01-16 15:46:03.841130	tweet 2	379	515	505	384
2	35	2018-01-16 15:46:03.841145	tweet 2	535	952	355	24
2	36	2018-01-16 15:46:03.841159	tweet 2	829	926	58	571
2	37	2018-01-16 15:46:03.841174	tweet 2	411	140	832	903
2	38	2018-01-16 15:46:03.841188	tweet 2	252	359	806	887
2	39	2018-01-16 15:46:03.841203	tweet 2	8	341	863	575
2	40	2018-01-16 15:46:03.841217	tweet 2	876	229	132	674
2	41	2018-01-16 15:46:03.841232	tweet 2	178	813	584	496
2	42	2018-01-16 15:46:03.841247	tweet 2	76	139	973	9
2	43	2018-01-16 15:46:03.841261	tweet 2	301	885	244	441
2	44	2018-01-16 15:46:03.841275	tweet 2	327	123	525	712
2	45	2018-01-16 15:46:03.841290	tweet 2	790	24	291	222
2	46	2018-01-16 15:46:03.841305	tweet 2	459	189	38	932
2	47	2018-01-16 15:46:03.841319	tweet 2	604	387	134	184
2	48	2018-01-16 15:46:03.841334	tweet 2	996	736	585	940
2	49	2018-01-16 15:46:03.841348	tweet 2	37	999	40	920
2	50	2018-01-16 15:46:03.841363	tweet 2	129	972	681	380
2	51	2018-01-16 15:46:03.841378	tweet 2	775	948	624	594
2	52	2018-01-16 15:46:03.841392	tweet 2	284	205	314	420
2	53	2018-01-16 15:46:03.841407	tweet 2	156	590	491	792
2	54	2018-01-16 15:46:03.841422	tweet 2	436	44	978	831
2	55	2018-01-16 15:46:03.841436	tweet 2	969	846	301	514
2	56	2018-01-16 15:46:03.841451	tweet 2	809	14	864	149
2	57	2018-01-16 15:46:03.841465	tweet 2	794	888	40	288
2	58	2018-01-16 15:46:03.841480	tweet 2	806	572	642	478
2	59	2018-01-16 15:46:03.841494	tweet 2	147	426	917	478
2	60	2018-01-16 15:46:03.841509	tweet 2	837	816	248	374
2	61	2018-01-16 15:46:03.841523	tweet 2	546	966	272	165
2	62	2018-01-16 15:46:03.841538	tweet 2	292	357	681	788
2	63	2018-01-16 15:46:03.841553	tweet 2	409	724	661	898
2	64	2018-01-16 15:46:03.841568	tweet 2	103	873	326	581
2	65	2018-01-16 15:46:03.841582	tweet 2	831	342	730	343
2	66	2018-01-16 15:46:03.841597	tweet 2	917	565	75	404
2	67	2018-01-16 15:46:03.841612	tweet 2	374	804	817	889
2	68	2018-01-16 15:46:03.841626	tweet 2	92	332	53	483
2	69	2018-01-16 15:46:03.841641	tweet 2	499	769	679	497
2	70	2018-01-16 15:46:03.841655	tweet 2	69	27	421	589
2	71	2018-01-16 15:46:03.841670	tweet 2	960	504	125	636
2	72	2018-01-16 15:46:03.841684	tweet 2	4	172	8	196
2	73	2018-01-16 15:46:03.841699	tweet 2	380	140	173	67
2	74	2018-01-16 15:46:03.841714	tweet 2	286	299	917	248
2	75	2018-01-16 15:46:03.841728	tweet 2	209	226	775	986
2	76	2018-01-16 15:46:03.841743	tweet 2	442	272	580	156
2	77	2018-01-16 15:46:03.841757	tweet 2	539	134	961	194
2	78	2018-01-16 15:46:03.841772	tweet 2	144	795	257	4
2	79	2018-01-16 15:46:03.841787	tweet 2	75	205	808	287
2	80	2018-01-16 15:46:03.841801	tweet 2	635	762	395	524
2	81	2018-01-16 15:46:03.841817	tweet 2	900	377	36	384
2	82	2018-01-16 15:46:03.841832	tweet 2	723	30	545	336
2	83	2018-01-16 15:46:03.841846	tweet 2	520	801	580	833
2	84	2018-01-16 15:46:03.841861	tweet 2	383	822	41	919
2	85	2018-01-16 15:46:03.841875	tweet 2	69	650	271	797
2	86	2018-01-16 15:46:03.841890	tweet 2	687	640	765	664
2	87	2018-01-16 15:46:03.841904	tweet 2	421	537	484	918
2	88	2018-01-16 15:46:03.841919	tweet 2	105	77	145	530
2	89	2018-01-16 15:46:03.841933	tweet 2	579	769	339	475
2	90	2018-01-16 15:46:03.841948	tweet 2	521	796	993	795
2	91	2018-01-16 15:46:03.841981	tweet 2	933	807	697	390
2	92	2018-01-16 15:46:03.841998	tweet 2	553	685	993	497
2	93	2018-01-16 15:46:03.842012	tweet 2	604	894	348	206
2	94	2018-01-16 15:46:03.842027	tweet 2	644	773	861	753
2	95	2018-01-16 15:46:03.842041	tweet 2	485	557	738	225
2	96	2018-01-16 15:46:03.842056	tweet 2	306	179	769	411
2	97	2018-01-16 15:46:03.842070	tweet 2	399	186	489	548
2	98	2018-01-16 15:46:03.842085	tweet 2	926	733	822	903
2	99	2018-01-16 15:46:03.842099	tweet 2	858	185	864	445
3	0	2018-01-16 15:46:03.842116	tweet 3	933	724	364	307
3	1	2018-01-16 15:46:03.842131	tweet 3	146	350	744	122
3	2	2018-01-16 15:46:03.842145	tweet 3	994	520	440	814
3	3	2018-01-16 15:46:03.842160	tweet 3	640	121	108	122
3	4	2018-01-16 15:46:03.842174	tweet 3	850	147	437	947
3	5	2018-01-16 15:46:03.842189	tweet 3	180	44	492	642
3	6	2018-01-16 15:46:03.842203	tweet 3	368	592	173	477
3	7	2018-01-16 15:46:03.842217	tweet 3	789	925	227	384
3	8	2018-01-16 15:46:03.842232	tweet 3	469	702	50	650
3	9	2018-01-16 15:46:03.842246	tweet 3	896	819	23	597
3	10	2018-01-16 15:46:03.842261	tweet 3	1000	804	485	796
3	11	2018-01-16 15:46:03.842276	tweet 3	254	689	789	16
3	12	2018-01-16 15:46:03.842290	tweet 3	146	930	923	510
3	13	2018-01-16 15:46:03.842305	tweet 3	220	4	895	383
3	14	2018-01-16 15:46:03.842319	tweet 3	397	956	381	229
3	15	2018-01-16 15:46:03.842334	tweet 3	683	92	642	387
3	16	2018-01-16 15:46:03.842348	tweet 3	937	63	267	222
3	17	2018-01-16 15:46:03.842363	tweet 3	595	353	757	406
3	18	2018-01-16 15:46:03.842378	tweet 3	490	892	321	423
3	19	2018-01-16 15:46:03.842392	tweet 3	642	295	932	803
3	20	2018-01-16 15:46:03.842407	tweet 3	720	102	344	769
3	21	2018-01-16 15:46:03.842421	tweet 3	822	337	302	1000
3	22	2018-01-16 15:46:03.842436	tweet 3	589	704	556	38
3	23	2018-01-16 15:46:03.842450	tweet 3	597	12	668	663
3	24	2018-01-16 15:46:03.842464	tweet 3	871	160	978	352
3	25	2018-01-16 15:46:03.842479	tweet 3	39	111	473	155
3	26	2018-01-16 15:46:03.842494	tweet 3	578	964	536	890
3	27	2018-01-16 15:46:03.842508	tweet 3	345	989	94	535
3	28	2018-01-16 15:46:03.842523	tweet 3	216	789	210	306
3	29	2018-01-16 15:46:03.842538	tweet 3	34	555	629	782
3	30	2018-01-16 15:46:03.842552	tweet 3	145	359	856	298
3	31	2018-01-16 15:46:03.842567	tweet 3	365	891	813	107
3	32	2018-01-16 15:46:03.842581	tweet 3	239	245	475	680
3	33	2018-01-16 15:46:03.842596	tweet 3	966	313	284	766
3	34	2018-01-16 15:46:03.842611	tweet 3	751	936	18	323
3	35	2018-01-16 15:46:03.842625	tweet 3	774	251	715	491
3	36	2018-01-16 15:46:03.842640	tweet 3	262	601	943	906
3	37	2018-01-16 15:46:03.842654	tweet 3	624	977	61	643
3	38	2018-01-16 15:46:03.842669	tweet 3	64	626	832	559
3	39	2018-01-16 15:46:03.842683	tweet 3	891	969	287	859
3	40	2018-01-16 15:46:03.842698	tweet 3	560	928	985	56
3	41	2018-01-16 15:46:03.842713	tweet 3	164	861	863	742
3	42	2018-01-16 15:46:03.842727	tweet 3	908	710	703	197
3	43	2018-01-16 15:46:03.842742	tweet 3	872	781	672	721
3	44	2018-01-16 15:46:03.842757	tweet 3	340	566	276	942
3	45	2018-01-16 15:46:03.842772	tweet 3	486	27	451	792
3	46	2018-01-16 15:46:03.842786	tweet 3	281	524	670	107
3	47	2018-01-16 15:46:03.842801	tweet 3	901	643	743	159
3	48	2018-01-16 15:46:03.842815	tweet 3	742	164	467	285
3	49	2018-01-16 15:46:03.842830	tweet 3	42	327	923	232
3	50	2018-01-16 15:46:03.842844	tweet 3	83	857	609	849
3	51	2018-01-16 15:46:03.842859	tweet 3	799	264	389	182
3	52	2018-01-16 15:46:03.842873	tweet 3	241	704	639	857
3	53	2018-01-16 15:46:03.842888	tweet 3	479	637	326	356
3	54	2018-01-16 15:46:03.842902	tweet 3	91	910	256	223
3	55	2018-01-16 15:46:03.842917	tweet 3	611	424	207	724
3	56	2018-01-16 15:46:03.842931	tweet 3	179	369	275	226
3	57	2018-01-16 15:46:03.842946	tweet 3	393	253	696	369
3	58	2018-01-16 15:46:03.842960	tweet 3	173	50	827	178
3	59	2018-01-16 15:46:03.842975	tweet 3	509	757	651	23
3	60	2018-01-16 15:46:03.842989	tweet 3	757	464	6	676
3	61	2018-01-16 15:46:03.843004	tweet 3	613	82	581	975
3	62	2018-01-16 15:46:03.843018	tweet 3	11	220	698	316
3	63	2018-01-16 15:46:03.843052	tweet 3	578	625	674	798
3	64	2018-01-16 15:46:03.843068	tweet 3	615	579	396	809
3	65	2018-01-16 15:46:03.843083	tweet 3	422	974	594	740
3	66	2018-01-16 15:46:03.843097	tweet 3	339	501	591	953
3	67	2018-01-16 15:46:03.843112	tweet 3	774	161	740	538
3	68	2018-01-16 15:46:03.843126	tweet 3	944	325	967	432
3	69	2018-01-16 15:46:03.843141	tweet 3	775	612	889	210
3	70	2018-01-16 15:46:03.843156	tweet 3	244	32	24	865
3	71	2018-01-16 15:46:03.843170	tweet 3	704	836	189	616
3	72	2018-01-16 15:46:03.843185	tweet 3	134	236	990	669
3	73	2018-01-16 15:46:03.843200	tweet 3	881	884	877	299
3	74	2018-01-16 15:46:03.843214	tweet 3	656	940	915	624
3	75	2018-01-16 15:46:03.843229	tweet 3	698	72	440	963
3	76	2018-01-16 15:46:03.843243	tweet 3	71	902	85	586
3	77	2018-01-16 15:46:03.843258	tweet 3	135	538	159	679
3	78	2018-01-16 15:46:03.843273	tweet 3	866	364	35	717
3	79	2018-01-16 15:46:03.843287	tweet 3	418	54	850	553
3	80	2018-01-16 15:46:03.843302	tweet 3	1	806	365	161
3	81	2018-01-16 15:46:03.843326	tweet 3	346	30	155	385
3	82	2018-01-16 15:46:03.843341	tweet 3	753	313	21	392
3	83	2018-01-16 15:46:03.843356	tweet 3	833	944	548	195
3	84	2018-01-16 15:46:03.843371	tweet 3	480	786	484	904
3	85	2018-01-16 15:46:03.843386	tweet 3	543	319	493	129
3	86	2018-01-16 15:46:03.843400	tweet 3	187	582	259	89
3	87	2018-01-16 15:46:03.843415	tweet 3	589	526	31	898
3	88	2018-01-16 15:46:03.843429	tweet 3	914	188	986	869
3	89	2018-01-16 15:46:03.843444	tweet 3	726	274	458	762
3	90	2018-01-16 15:46:03.843459	tweet 3	473	396	729	503
3	91	2018-01-16 15:46:03.843473	tweet 3	262	735	427	951
3	92	2018-01-16 15:46:03.843488	tweet 3	935	301	776	624
3	93	2018-01-16 15:46:03.843502	tweet 3	287	157	856	823
3	94	2018-01-16 15:46:03.843517	tweet 3	683	507	767	220
3	95	2018-01-16 15:46:03.843532	tweet 3	595	163	350	18
3	96	2018-01-16 15:46:03.843547	tweet 3	645	118	600	465
3	97	2018-01-16 15:46:03.843561	tweet 3	428	415	514	198
3	98	2018-01-16 15:46:03.843576	tweet 3	0	794	995	923
3	99	2018-01-16 15:46:03.843591	tweet 3	704	689	837	720
4	0	2018-01-16 15:46:03.843607	tweet 4	348	915	336	387
4	1	2018-01-16 15:46:03.843622	tweet 4	382	659	200	845
4	2	2018-01-16 15:46:03.843637	tweet 4	466	61	578	525
4	3	2018-01-16 15:46:03.843652	tweet 4	821	616	224	125
4	4	2018-01-16 15:46:03.843666	tweet 4	43	391	717	319
4	5	2018-01-16 15:46:03.843681	tweet 4	364	280	399	415
4	6	2018-01-16 15:46:03.843696	tweet 4	521	287	250	199
4	7	2018-01-16 15:46:03.843711	tweet 4	165	601	811	61
4	8	2018-01-16 15:46:03.843726	tweet 4	312	927	990	840
4	9	2018-01-16 15:46:03.843740	tweet 4	736	825	572	595
4	10	2018-01-16 15:46:03.843755	tweet 4	12	165	31	736
